tfp,gr_tfp,lab,gr_lab,sigma,theta1,Eland,Fex,beta_hat
37.60842,0.00842602,11479.681,4.7437326e-05,0.0125610465,0.0009873285,0.027364487,1.0,0.9814303
37.830334,0.008383996,11480.218,4.618077e-05,0.01233035,0.0009643615,0.026742306,1.0,0.98144764
38.052452,0.00834218,11480.741,4.4957458e-05,0.01210367,0.0009419113,0.026134232,1.0,0.9814649
38.27476,0.008300572,11481.25,4.3766635e-05,0.01188092,0.0009199652,0.025539987,1.0,0.98148215
38.49725,0.008259171,11481.746,4.260738e-05,0.011662061,0.00089851464,0.024959242,1.0,0.98149925
38.719902,0.008217978,11482.229,4.1478936e-05,0.011447024,0.00087754807,0.024391735,1.0,0.98151636
38.942738,0.00817699,11482.699,4.038035e-05,0.011235751,0.0008570555,0.0238371,1.0,0.98153335
39.165718,0.008136208,11483.156,3.9311013e-05,0.011028153,0.0008370245,0.02329513,1.0,0.98155034
39.388847,0.0080956295,11483.602,3.8270016e-05,0.010824218,0.00081744883,0.022765465,1.0,0.98156726
39.61213,0.008055253,11484.035,3.7256606e-05,0.010623839,0.0007983144,0.02224785,1.0,0.9815841
39.835552,0.008015078,11484.457,3.6270067e-05,0.010426983,0.00077961426,0.021741994,1.0,0.9816008
40.059135,0.0079751,11484.868,3.530962e-05,0.01023355,0.000761335,0.0212476,1.0,0.98161757
40.28285,0.007935322,11485.269,3.437464e-05,0.010043544,0.0007434725,0.020764457,1.0,0.98163426
40.506683,0.007895742,11485.658,3.3464443e-05,0.009856867,0.00072601426,0.020292299,1.0,0.98165077
40.73062,0.0078563625,11486.037,3.2578442e-05,0.009673486,0.00070895377,0.019830909,1.0,0.98166734
40.95467,0.007817179,11486.406,3.171591e-05,0.009493344,0.00069228135,0.019379998,1.0,0.9816838
41.17883,0.0077781887,11486.766,3.0876214e-05,0.00931637,0.00067598734,0.018939331,1.0,0.9817002
41.403088,0.007739395,11487.116,3.0058802e-05,0.009142549,0.00066006643,0.018508695,1.0,0.9817166
41.627438,0.0077007944,11487.457,2.9263063e-05,0.008971771,0.0006445062,0.018087856,1.0,0.98173285
41.851868,0.0076623876,11487.789,2.8488428e-05,0.008804044,0.0006293028,0.017676597,1.0,0.98174906
42.0764,0.00762417,11488.111,2.7734255e-05,0.008639279,0.00061444554,0.017274655,1.0,0.9817652
42.300995,0.0075861434,11488.426,2.700012e-05,0.008477427,0.0005999271,0.016881868,1.0,0.98178124
42.525658,0.007548307,11488.732,2.6285408e-05,0.008318457,0.0005857411,0.01649801,1.0,0.9817973
42.750416,0.0075106574,11489.029,2.5589612e-05,0.008162305,0.000571879,0.016122868,1.0,0.98181325
42.975216,0.007473195,11489.32,2.4912251e-05,0.008008941,0.0005583349,0.015756248,1.0,0.9818291
43.20005,0.0074359234,11489.603,2.425288e-05,0.007858314,0.00054510176,0.015398,1.0,0.9818449
43.424923,0.0073988377,11489.877,2.361099e-05,0.0077103665,0.0005321718,0.0150478985,1.0,0.9818607
43.649857,0.007361935,11490.145,2.298608e-05,0.0075650685,0.00051953905,0.014705737,1.0,0.9818764
43.874813,0.007325217,11490.405,2.2377722e-05,0.0074223597,0.00050719606,0.014371368,1.0,0.981892
44.09981,0.00728868,11490.659,2.178545e-05,0.007282211,0.0004951371,0.014044576,1.0,0.98190755
44.324818,0.0072523295,11490.906,2.1208916e-05,0.007144565,0.00048335554,0.013725246,1.0,0.98192304
44.549854,0.0072161565,11491.146,2.0647622e-05,0.0070093963,0.0004718456,0.013413159,1.0,0.9819385
44.774883,0.007180167,11491.381,2.010121e-05,0.006876644,0.00046060054,0.013108186,1.0,0.98195386
44.999924,0.007144357,11491.609,1.9569288e-05,0.006746287,0.0004496155,0.012810148,1.0,0.9819691
45.22497,0.0071087247,11491.831,1.9051435e-05,0.006618268,0.00043888367,0.012518886,1.0,0.9819844
45.450012,0.0070732697,11492.047,1.8547285e-05,0.00649256,0.00042840006,0.012234234,1.0,0.9819996
45.675026,0.0070379945,11492.257,1.8056522e-05,0.006369126,0.00041815965,0.011956079,1.0,0.98201466
45.90005,0.007002889,11492.462,1.7578683e-05,0.00624789,0.00040815398,0.011684202,1.0,0.98202974
46.12503,0.006967964,11492.661,1.7113565e-05,0.0061288713,0.00039838202,0.01141855,1.0,0.9820447
46.349995,0.0069332095,11492.855,1.6660706e-05,0.006011982,0.00038883503,0.011158909,1.0,0.9820596
46.574932,0.0068986304,11493.044,1.6219868e-05,0.005897224,0.00037951057,0.010905185,1.0,0.98207444
46.799847,0.0068642213,11493.229,1.579067e-05,0.0057845297,0.00037040145,0.01065721,1.0,0.9820893
47.024685,0.006829986,11493.407,1.537286e-05,0.0056738853,0.0003615045,0.010414894,1.0,0.98210394
47.249493,0.0067959195,11493.582,1.4966101e-05,0.005565259,0.00035281497,0.010178078,1.0,0.9821186
47.47422,0.006762027,11493.752,1.4570134e-05,0.0054586013,0.00034432742,0.00994666,1.0,0.9821332
47.698914,0.0067283,11493.916,1.4184634e-05,0.0053538824,0.00033603734,0.009720496,1.0,0.98214775
47.923557,0.006694741,11494.077,1.380932e-05,0.005251068,0.0003279403,0.009499465,1.0,0.9821622
