kplusy,lambd_haty,nuAT_haty,nuUO_haty,nuLO_haty,nuLF_haty,etaAT_haty,etaOC_haty
1432.4407,0.9934564,1.0602508,-0.46020988,-0.0018111366,-0.9178629,-0.08433846,-0.38132846
1457.1948,0.9935414,1.0623947,-0.46118686,-0.0018146035,-0.91974556,-0.08490876,-0.38337094
1482.197,0.99363834,1.0645366,-0.4621641,-0.0018177134,-0.9216281,-0.08547583,-0.38540703
1507.4604,0.99377286,1.0667557,-0.4632575,-0.0018234838,-0.9236239,-0.08609908,-0.38744867
1532.9904,0.9939165,1.0689895,-0.46437395,-0.0018296785,-0.92564327,-0.086729676,-0.389487
1558.7897,0.99406314,1.0712265,-0.46549428,-0.0018356169,-0.92766774,-0.08735749,-0.39152125
1584.8613,0.99421215,1.0734636,-0.4666142,-0.0018384777,-0.9296909,-0.08798107,-0.3935506
1611.202,0.9943629,1.0756967,-0.46773043,-0.0018370551,-0.9317063,-0.08859655,-0.39557546
1637.8151,0.99451673,1.0779318,-0.46885082,-0.0018360995,-0.93372506,-0.089208566,-0.3975954
1664.7025,0.9946726,1.0801694,-0.46997452,-0.0018348534,-0.93574816,-0.089817405,-0.39961118
1691.8649,0.9948317,1.0824025,-0.4710857,-0.0018245558,-0.9377567,-0.09041558,-0.40160844
1719.3004,0.99499375,1.084639,-0.47219488,-0.0018126898,-0.9397617,-0.09100501,-0.40360314
1747.0112,0.9951588,1.0868747,-0.47330707,-0.0018010059,-0.9417667,-0.09158886,-0.40559348
1774.9929,0.9953304,1.0891012,-0.47442484,-0.0017909826,-0.9437649,-0.09216295,-0.40757883
1803.2499,0.99550635,1.0913297,-0.47554678,-0.0017816202,-0.9457655,-0.09273536,-0.40955555
1831.7762,0.9956832,1.0935502,-0.47667593,-0.0017730178,-0.94776404,-0.09330085,-0.41151536
1860.5778,0.9958636,1.0957682,-0.47780842,-0.0017647491,-0.9497636,-0.09386237,-0.41346532
1889.6487,0.9960444,1.0979834,-0.47893813,-0.0017523143,-0.95176786,-0.09441461,-0.41540343
1918.9823,0.9962267,1.1001984,-0.48006386,-0.00173556,-0.9537752,-0.09495758,-0.41732168
1948.5841,0.99642104,1.1024313,-0.4812255,-0.0017179096,-0.95580256,-0.09551874,-0.41923887
1978.4578,0.99661946,1.1046637,-0.48238942,-0.0017007877,-0.9578336,-0.09607805,-0.42114565
2008.5986,0.996818,1.1068985,-0.48355374,-0.0016840507,-0.9598637,-0.0966348,-0.42303526
2039.0151,0.9970208,1.1091317,-0.48471853,-0.0016684063,-0.96189326,-0.09718858,-0.4249182
2069.7078,0.9972259,1.1113634,-0.48588395,-0.0016518825,-0.9639236,-0.09773909,-0.42679465
2100.6836,0.99743336,1.1135945,-0.48705038,-0.0016356359,-0.9659534,-0.09828651,-0.42866468
2131.9436,0.99764097,1.1158249,-0.48821765,-0.0016191987,-0.9679847,-0.0988306,-0.43052763
2163.4932,0.9978604,1.1180761,-0.4893655,-0.001607159,-0.9700284,-0.099353164,-0.4324097
2195.3433,0.99809694,1.1203634,-0.49047914,-0.0016033397,-0.9720932,-0.09984149,-0.4343277
2227.4927,0.9983308,1.1226512,-0.4915953,-0.0015986912,-0.97415954,-0.10032646,-0.4362396
2259.9404,0.9985613,1.1249397,-0.4927137,-0.0015935827,-0.97622687,-0.1008083,-0.4381442
2292.6873,0.9987893,1.1272287,-0.4938334,-0.0015881687,-0.97829527,-0.10128671,-0.44004214
2325.7385,0.9990257,1.1295387,-0.4949717,-0.001590304,-0.98037934,-0.10177946,-0.44194946
2359.106,0.9992893,1.1319089,-0.49615753,-0.0016140536,-0.982506,-0.102316536,-0.44389606
2392.785,0.99954665,1.1342798,-0.49734598,-0.0016370943,-0.984634,-0.10285045,-0.44583574
2426.73,0.9997768,1.1366293,-0.49852595,-0.0016535654,-0.9867506,-0.10338559,-0.4477351
2460.906,0.99998677,1.1389482,-0.4996922,-0.0016636668,-0.98885065,-0.10392258,-0.44959033
2495.3245,1.0002099,1.1412576,-0.5008538,-0.0016745384,-0.99094266,-0.10445683,-0.45143598
2530.0,1.0004427,1.1435598,-0.5020114,-0.0016860218,-0.9930291,-0.10498758,-0.4532734
2564.9404,1.000682,1.1458558,-0.50316644,-0.0016974752,-0.99510974,-0.10551521,-0.45510316
2600.1528,1.0009259,1.148146,-0.5043195,-0.0017091605,-0.9971877,-0.10603925,-0.45692447
2635.6438,1.0011723,1.1504321,-0.50547063,-0.0017209753,-0.99926084,-0.10656016,-0.45873758
2671.4158,1.0014209,1.152714,-0.5066205,-0.0017324438,-1.0013314,-0.1070775,-0.46054295
2707.4734,1.0016698,1.1549926,-0.5077692,-0.0017439203,-1.0033989,-0.107591555,-0.46234027
2743.8171,1.001919,1.1572676,-0.5089171,-0.0017551148,-1.0054636,-0.1081022,-0.46412894
2780.4514,1.0021676,1.159539,-0.5100645,-0.0017656743,-1.0075254,-0.108609214,-0.46590984
2817.3772,1.0024155,1.1618074,-0.5112106,-0.001776111,-1.0095847,-0.10911306,-0.46768278
2854.5947,1.0026625,1.1640722,-0.51235604,-0.0017859101,-1.0116411,-0.109612934,-0.46944824
2892.1038,1.0029079,1.1663339,-0.5135005,-0.0017956485,-1.0136943,-0.11010945,-0.4712049
2929.9053,1.0031521,1.1685922,-0.5146442,-0.0018044085,-1.0157461,-0.110603414,-0.47295383
2968.0015,1.0033946,1.1708473,-0.5157879,-0.0018124386,-1.017796,-0.11109413,-0.47469458
3006.3916,1.0036355,1.1730989,-0.5169302,-0.0018202717,-1.0198423,-0.111581266,-0.476427
3045.0757,1.0038748,1.1753467,-0.5180713,-0.0018274282,-1.021886,-0.112065226,-0.47815105
3084.0525,1.0041121,1.1775904,-0.51921153,-0.0018345002,-1.0239266,-0.11254527,-0.47986722
3123.307,1.0043532,1.1798437,-0.5203596,-0.0018406048,-1.0259782,-0.11302524,-0.4815806
3162.803,1.0046078,1.1821196,-0.52152663,-0.0018458801,-1.028057,-0.11350786,-0.4832978
3202.5532,1.0048683,1.184387,-0.52268875,-0.0018516924,-1.0301276,-0.11398701,-0.48500577
3242.5684,1.0051341,1.1866461,-0.523847,-0.0018576229,-1.032192,-0.11446285,-0.4867048
3282.8508,1.0054023,1.188899,-0.5250016,-0.0018637086,-1.0342499,-0.11493523,-0.48839495
3323.4045,1.0056726,1.1911453,-0.5261535,-0.0018698055,-1.0363019,-0.11540424,-0.49007627
3364.2375,1.0059434,1.1933851,-0.5273021,-0.001875566,-1.0383488,-0.11586965,-0.49174884
3405.35,1.0062146,1.1956189,-0.52844805,-0.0018811898,-1.0403892,-0.1163314,-0.4934127
3446.7456,1.0064847,1.1978468,-0.52959174,-0.0018866352,-1.0424248,-0.11679,-0.4950677
3488.425,1.0067543,1.2000691,-0.53073263,-0.0018915128,-1.0444553,-0.117244825,-0.4967135
3530.3862,1.0070227,1.2022865,-0.5318711,-0.0018963519,-1.04648,-0.11769595,-0.49835077
3572.6353,1.0072893,1.2044975,-0.53300697,-0.0019008025,-1.0484996,-0.11814353,-0.49997917
3615.1663,1.0075543,1.2067033,-0.5341404,-0.0019050828,-1.0505142,-0.118587926,-0.5015992
3657.9841,1.0078177,1.208903,-0.5352712,-0.0019089201,-1.0525235,-0.11902875,-0.5032099
3701.09,1.0080792,1.2110971,-0.5363993,-0.0019121765,-1.0545269,-0.11946589,-0.504812
3744.478,1.0083386,1.2132858,-0.5375249,-0.001915442,-1.0565251,-0.11989951,-0.50640523
3788.1516,1.008596,1.2154683,-0.53864783,-0.0019178911,-1.0585171,-0.120329514,-0.50798917
3832.1113,1.0088513,1.2176446,-0.53976744,-0.0019208378,-1.0605038,-0.12075613,-0.5095651
3876.3545,1.0091052,1.2198119,-0.5408817,-0.0019202529,-1.0624827,-0.12117706,-0.5111253
3920.8716,1.0093592,1.2219648,-0.5419803,-0.001911684,-1.0644494,-0.12158793,-0.5126561
3965.6692,1.0096127,1.2241102,-0.54307616,-0.0019028973,-1.0664095,-0.12199505,-0.51417786
4010.7432,1.0098644,1.2262493,-0.5441693,-0.001894184,-1.0683631,-0.12239891,-0.515691
4056.0964,1.0101149,1.2283816,-0.54525846,-0.0018847369,-1.0703105,-0.12279926,-0.5171953
4101.729,1.010363,1.2305079,-0.5463453,-0.0018755357,-1.0722518,-0.12319642,-0.51869094
4147.64,1.0106095,1.2326262,-0.547428,-0.0018659519,-1.0741857,-0.123589724,-0.520177
4193.829,1.0108542,1.2347385,-0.54850835,-0.0018560275,-1.0761143,-0.123980016,-0.5216547
4240.2974,1.011097,1.2368443,-0.549585,-0.0018456985,-1.0780358,-0.12436678,-0.52312326
4287.0366,1.0113351,1.23894,-0.55065656,-0.0018347265,-1.0799484,-0.1247499,-0.5245804
4333.9634,1.0115381,1.2409863,-0.5516971,-0.001821027,-1.0818107,-0.12512968,-0.52597916
4381.095,1.011751,1.243021,-0.5527314,-0.0018082251,-1.0836622,-0.12550625,-0.5273696
4428.4497,1.0119709,1.2450448,-0.5537597,-0.0017958275,-1.0855048,-0.12588002,-0.5287516
4476.0376,1.012195,1.2470587,-0.5547827,-0.0017838621,-1.0873381,-0.12625033,-0.53012556
4523.87,1.0124223,1.2490641,-0.55580187,-0.0017721622,-1.0891623,-0.12661768,-0.5314909
4571.9473,1.0126506,1.2510602,-0.5568164,-0.001760373,-1.0909805,-0.1269818,-0.532848
4620.2773,1.0128794,1.2530484,-0.55782586,-0.0017490295,-1.0927898,-0.12734246,-0.53419566
4668.8604,1.0131079,1.2550285,-0.5588323,-0.0017374564,-1.0945916,-0.12770002,-0.5355348
4717.703,1.0133357,1.2570013,-0.55983484,-0.0017257325,-1.0963868,-0.12805435,-0.5368664
4766.8037,1.0135623,1.2589661,-0.56083345,-0.0017136576,-1.0981742,-0.12840542,-0.5381892
4816.1597,1.0137877,1.2609231,-0.56182826,-0.0017012408,-1.099955,-0.12875304,-0.5395027
4865.7734,1.0140111,1.2628727,-0.56281936,-0.0016893073,-1.1017286,-0.12909748,-0.54080826
4915.649,1.0142336,1.2648146,-0.56380624,-0.0016767614,-1.1034946,-0.12943858,-0.54210544
4965.78,1.0144534,1.2667488,-0.56479037,-0.0016640694,-1.1052539,-0.12977664,-0.54339397
5016.167,1.014672,1.2686758,-0.5657702,-0.0016509894,-1.107007,-0.13011138,-0.54467374
5066.8135,1.0148884,1.270595,-0.5667464,-0.0016378089,-1.1087507,-0.13044302,-0.5459454
5117.7114,1.0151024,1.2725065,-0.5677187,-0.0016245855,-1.110489,-0.13077135,-0.5472086
5168.8633,1.0153146,1.2744104,-0.56868756,-0.0016108825,-1.1122196,-0.13109626,-0.5484629
5220.27,1.0155253,1.2763065,-0.56965214,-0.0015970959,-1.1139425,-0.13141836,-0.5497091
5271.9272,1.0157336,1.2781947,-0.57061285,-0.0015827745,-1.1156591,-0.13173705,-0.55094653
5323.8384,1.01594,1.2800748,-0.57156986,-0.0015686258,-1.117367,-0.13205266,-0.55217606
5375.996,1.0161442,1.2819476,-0.5725225,-0.0015542196,-1.1190685,-0.13236502,-0.5533969
5428.4014,1.0163463,1.2838123,-0.573472,-0.0015398146,-1.1207622,-0.13267447,-0.5546096
5481.054,1.0165464,1.2856688,-0.5744171,-0.0015246043,-1.122448,-0.13298057,-0.5558136
5533.9507,1.0167445,1.2875177,-0.5753585,-0.0015093683,-1.1241271,-0.13328378,-0.5570097
5587.0947,1.0169406,1.289358,-0.5762954,-0.0014943975,-1.1257976,-0.13358362,-0.558197
5640.483,1.0171348,1.2911909,-0.5772287,-0.0014790947,-1.1274611,-0.13388056,-0.5593764
5694.111,1.0173266,1.293015,-0.57815766,-0.0014629829,-1.1291168,-0.13417464,-0.5605471
5747.9785,1.0175167,1.2948319,-0.57908225,-0.0014475168,-1.1307657,-0.13446528,-0.56170964
5802.0825,1.017705,1.2966397,-0.58000326,-0.0014315095,-1.1324054,-0.13475324,-0.56286395
5856.426,1.0178909,1.2984399,-0.5809196,-0.0014152661,-1.1340389,-0.13503812,-0.5640107
5911.006,1.0180752,1.3002313,-0.5818323,-0.0013989102,-1.1356643,-0.13532008,-0.5651482
5965.8174,1.0182575,1.3020154,-0.58274084,-0.0013822756,-1.1372815,-0.13559873,-0.5662781
6020.863,1.0184379,1.3037906,-0.5836448,-0.001365387,-1.1388911,-0.13587445,-0.5673998
6076.138,1.0186163,1.3055573,-0.5845448,-0.0013487173,-1.1404929,-0.13614759,-0.56851315
6131.6406,1.0187927,1.3073156,-0.5854404,-0.0013316508,-1.1420873,-0.13641754,-0.56961864
6187.377,1.0189676,1.3090659,-0.58633167,-0.0013142287,-1.143673,-0.13668472,-0.5707156
6243.334,1.0191404,1.310808,-0.58721876,-0.0012969064,-1.1452518,-0.13694896,-0.57180536
6299.5205,1.0193112,1.3125414,-0.58810157,-0.0012797309,-1.1468225,-0.13721026,-0.57288677
6355.928,1.0194805,1.3142661,-0.5889806,-0.0012618791,-1.1483849,-0.13746892,-0.57395977
6412.5527,1.019648,1.3159822,-0.58985513,-0.0012439516,-1.1499401,-0.13772435,-0.5750256
6469.401,1.0198132,1.3176903,-0.590725,-0.0012259354,-1.1514868,-0.13797717,-0.57608306
6526.4683,1.019977,1.3193896,-0.5915903,-0.0012079073,-1.1530253,-0.13822716,-0.57713205
6583.752,1.020139,1.3210806,-0.5924518,-0.0011896956,-1.1545569,-0.13847454,-0.5781741
6641.248,1.0202992,1.3227632,-0.5933086,-0.0011714309,-1.1560792,-0.1387188,-0.5792079
6698.962,1.0204575,1.3244368,-0.5941612,-0.0011529251,-1.1575949,-0.13896047,-0.58023345
6756.885,1.0206141,1.3261025,-0.5950092,-0.0011341824,-1.1591007,-0.13919954,-0.5812518
6815.013,1.0207688,1.3277587,-0.59585327,-0.0011153709,-1.1606007,-0.13943574,-0.58226174
6873.35,1.0209217,1.3294066,-0.59669274,-0.0010966809,-1.1620913,-0.13966909,-0.58326477
6931.8887,1.0210735,1.3310466,-0.59752774,-0.0010777247,-1.163575,-0.13990009,-0.5842595
6990.6406,1.0212231,1.3326769,-0.5983587,-0.0010586834,-1.1650501,-0.14012831,-0.5852472
7049.5947,1.0213715,1.334299,-0.5991848,-0.001039574,-1.1665173,-0.1403536,-0.58622646
7108.7437,1.0215178,1.3359133,-0.60000694,-0.0010201583,-1.1679764,-0.14057644,-0.5871982
7168.0884,1.021663,1.337518,-0.6008234,-0.0010006923,-1.1694266,-0.14079656,-0.58816284
7227.6343,1.0218061,1.3391135,-0.60163647,-0.0009812411,-1.1708698,-0.14101434,-0.58911955
7287.3726,1.0219474,1.3407015,-0.60244536,-0.00096198067,-1.172305,-0.14122938,-0.59006953
7347.308,1.0220877,1.3422798,-0.6032496,-0.0009421123,-1.1737316,-0.14144172,-0.59101087
7407.4717,1.0222315,1.3438591,-0.60404897,-0.0009213822,-1.1751575,-0.14164215,-0.5919497
7467.871,1.0223719,1.3454318,-0.6048439,-0.00090038904,-1.1765789,-0.14183722,-0.5928819
7528.4966,1.0225071,1.3469982,-0.6056365,-0.0008787074,-1.1779928,-0.14202984,-0.59380674
7589.332,1.0226378,1.3485574,-0.60642445,-0.00085670117,-1.1793997,-0.14222006,-0.594724
7650.368,1.0227655,1.3501081,-0.60720885,-0.00083408086,-1.1807997,-0.14240755,-0.5956346
7711.6094,1.0228902,1.3516507,-0.607989,-0.0008118289,-1.1821918,-0.14259282,-0.5965371
7773.036,1.0230124,1.3531849,-0.60876584,-0.00078923383,-1.1835765,-0.14277565,-0.59743255
7834.6475,1.0231327,1.354711,-0.6095371,-0.000766361,-1.1849525,-0.142956,-0.59832054
7896.499,1.0232509,1.3562342,-0.61030596,-0.0007433746,-1.1863265,-0.14313072,-0.5992025
7958.583,1.0233624,1.3577507,-0.6110722,-0.00071950234,-1.1876943,-0.14330283,-0.6000771
8020.8823,1.0234692,1.3592602,-0.6118345,-0.0006953799,-1.1890557,-0.14347182,-0.6009445
8083.3823,1.0235714,1.3607619,-0.61259353,-0.0006709469,-1.1904101,-0.14363898,-0.6018047
8146.0684,1.0236706,1.3622565,-0.61334825,-0.00064617046,-1.1917562,-0.14380372,-0.6026576
8208.945,1.023767,1.3637433,-0.61409944,-0.00062134804,-1.1930954,-0.14396618,-0.603504
8271.996,1.0238608,1.365221,-0.6148464,-0.0005960864,-1.194427,-0.14412649,-0.604343
8335.226,1.0239524,1.3666904,-0.6155889,-0.0005708595,-1.1957513,-0.14428411,-0.60517526
8398.627,1.024042,1.3681514,-0.61632705,-0.000545954,-1.1970675,-0.14444,-0.6060007
8462.194,1.0241296,1.3696048,-0.6170607,-0.0005201271,-1.1983753,-0.14459382,-0.6068185
8525.914,1.024216,1.3710485,-0.6177898,-0.0004949338,-1.1996759,-0.14474514,-0.6076298
8589.802,1.0243014,1.372484,-0.6185155,-0.00046958646,-1.2009679,-0.14489457,-0.6084343
8653.846,1.0243853,1.3739104,-0.619236,-0.00044422073,-1.2022524,-0.14504187,-0.6092324
8718.045,1.0244677,1.3753289,-0.6199525,-0.00041846768,-1.2035291,-0.14518699,-0.6100234
8782.3955,1.0245485,1.3767382,-0.62066466,-0.0003931229,-1.2047977,-0.1453301,-0.61080825
8846.897,1.0246289,1.378139,-0.62137204,-0.00036765193,-1.2060586,-0.14547123,-0.6115851
8911.535,1.0247079,1.3795316,-0.6220749,-0.00034222798,-1.2073112,-0.14561035,-0.6123566
8976.325,1.024786,1.3809143,-0.6227734,-0.00031660253,-1.2085553,-0.14574765,-0.613121
9041.244,1.0248628,1.3822887,-0.6234678,-0.00029109558,-1.2097921,-0.14588295,-0.6138788
9106.311,1.0249392,1.3836546,-0.62415767,-0.0002659813,-1.2110212,-0.14601597,-0.6146304
9171.517,1.0250143,1.3850123,-0.62484306,-0.00024060241,-1.2122424,-0.14614737,-0.6153756
9236.849,1.0250885,1.3863603,-0.6255241,-0.00021499034,-1.2134554,-0.14627698,-0.6161135
9302.314,1.0251614,1.3877,-0.62620085,-0.00018970913,-1.2146605,-0.1464044,-0.6168457
9367.914,1.0252341,1.3890318,-0.6268724,-0.00016428251,-1.2158575,-0.14652987,-0.6175716
9433.63,1.0253059,1.3903482,-0.6275406,-0.0001424998,-1.2170461,-0.1466566,-0.6182961
9499.458,1.0253776,1.3916548,-0.62820387,-0.00012086425,-1.2182263,-0.1467821,-0.6190147
9565.396,1.0254493,1.3929533,-0.62886226,-9.9560246e-05,-1.2193981,-0.14690557,-0.6197273
9631.453,1.0255207,1.3942423,-0.62951684,-7.792073e-05,-1.2205621,-0.14702708,-0.6204334
9697.629,1.0255914,1.3955237,-0.63016665,-5.637575e-05,-1.2217182,-0.14714691,-0.62113357
9763.888,1.0256585,1.396789,-0.63080776,-3.5391073e-05,-1.222862,-0.1472644,-0.62182367
9830.21,1.0257248,1.3980404,-0.6314403,-1.4159828e-05,-1.2239908,-0.14737965,-0.6225052
9896.553,1.0257944,1.3992698,-0.63206077,4.3978216e-06,-1.225102,-0.14749345,-0.6231748
