con,Omega,Theta,ygross,ynet,inv,Eind,carbontax,Abatement,Dam,Emissions
1510.3793,0.0027423238,0.0023823571,2038.9816,2033.3901,518.1664,0.0,247.12999,4.857582,5.591548,0.06557857
1526.5079,0.002741565,0.0023285467,2060.6597,2055.0103,523.717,0.0,245.89742,4.7983427,5.6494327,0.0640875
1542.7198,0.0027408272,0.002275911,2082.4514,2076.7437,529.2972,0.0,244.67102,4.7394733,5.7076387,0.06263029
1559.0148,0.00274011,0.0022244274,2104.356,2098.5898,534.9067,0.0,243.45068,4.680987,5.766166,0.06120621
1575.3914,0.002739413,0.00217407,2126.372,2120.5469,540.5452,0.0,242.2365,4.622882,5.825011,0.05981458
1591.851,0.0027387356,0.0021248101,2148.5012,2142.617,546.2135,0.0,241.02832,4.565157,5.8841763,0.058454506
1608.3909,0.0027380786,0.0020766328,2170.7397,2164.7961,551.9099,0.0,239.82622,4.5078297,5.943656,0.0571254
1625.0134,0.0027374404,0.0020295097,2193.091,2187.0876,557.63544,0.0,238.63002,4.4509,6.0034566,0.055826504
1641.7163,0.0027368218,0.0019834216,2215.5527,2209.489,563.3903,0.0,237.43987,4.394375,6.063573,0.054557145
1658.4987,0.002736222,0.0019383439,2238.1228,2231.999,569.1737,0.0,236.25562,4.3382516,6.1240015,0.05331663
1675.3618,0.0027356423,0.001894257,2260.8027,2254.618,574.9854,0.0,235.07727,4.2825413,6.184748,0.052104335
1692.3048,0.00273508,0.0018511389,2283.5918,2277.346,580.82544,0.0,233.90482,4.2272453,6.245806,0.050919604
1709.3257,0.0027345375,0.0018089695,2306.4883,2300.1812,586.6945,0.0,232.73819,4.1723666,6.307179,0.049761795
1726.426,0.0027340122,0.0017677286,2329.4922,2323.1235,592.5907,0.0,231.5774,4.11791,6.3688602,0.048630323
1743.6034,0.002733506,0.0017273996,2352.6023,2346.1714,598.51526,0.0,230.42236,4.0638847,6.4308534,0.04752458
1760.859,0.0027330173,0.0016879576,2375.819,2369.326,604.4677,0.0,229.27316,4.010282,6.4931555,0.04644402
1778.1918,0.0027325463,0.0016493856,2399.142,2392.5864,610.44836,0.0,228.12962,3.9571104,6.555767,0.045387972
1795.601,0.002732091,0.0016116692,2422.57,2415.9514,616.457,0.0,226.99182,3.9043815,6.618682,0.044355944
1813.0862,0.0027316539,0.0015747835,2446.1025,2439.4204,622.4927,0.0,225.85965,3.852082,6.6819053,0.043347377
1830.6494,0.0027312336,0.0015387142,2469.7417,2462.9963,628.5575,0.0,224.73318,3.8002267,6.7454424,0.04236175
1848.2872,0.0027308306,0.0015034468,2493.4836,2486.674,634.64844,0.0,223.6123,3.7488198,6.809282,0.041398562
1866.0,0.002730444,0.0014689587,2517.3281,2510.4548,640.767,0.0,222.49709,3.697851,6.873424,0.040457286
1883.7888,0.0027300734,0.001435238,2541.277,2534.3394,646.91315,0.0,221.38739,3.6473374,6.9378724,0.0395374
1901.651,0.0027297183,0.0014022634,2565.3262,2558.3237,653.08514,0.0,220.28323,3.5972633,7.002618,0.038638424
1919.5886,0.00272938,0.0013700217,2589.4785,2582.411,659.2842,0.0,219.18459,3.547642,7.0676713,0.037759893
1937.599,0.0027290569,0.0013384967,2613.7314,2606.5984,665.5106,0.0,218.09134,3.4984708,7.1330214,0.0369013
1955.6818,0.0027287495,0.0013076729,2638.0835,2630.8848,671.7628,0.0,217.00356,3.4497502,7.1986694,0.03606223
1973.837,0.002728458,0.0012775363,2662.5347,2655.27,678.0409,0.0,215.92122,3.4014845,7.2646136,0.03524224
1992.062,0.002728181,0.0012480695,2687.0823,2679.7515,684.345,0.0,214.84435,3.3536654,7.3308463,0.034440946
2010.3585,0.0027279183,0.0012192626,2711.7283,2704.331,690.67505,0.0,213.7728,3.306309,7.3973737,0.033657834
2028.7264,0.0027276708,0.0011910987,2736.472,2729.0078,697.03076,0.0,212.70659,3.259408,7.464195,0.032892514
2047.1626,0.002727438,0.0011635624,2761.3098,2753.7786,703.4118,0.0,211.6457,3.2129562,7.5313015,0.032144625
2065.6682,0.0027272191,0.0011366442,2786.2432,2778.6445,709.8179,0.0,210.59012,3.166967,7.5986953,0.031413745
2084.242,0.0027270154,0.0011103264,2811.2705,2803.604,716.2493,0.0,209.53983,3.121428,7.666378,0.030699482
2102.8828,0.0027268245,0.0010845982,2836.3904,2828.656,722.70526,0.0,208.49475,3.076344,7.7343383,0.03000147
2121.5938,0.0027266473,0.0010594471,2861.6064,2853.8037,729.18646,0.0,207.45488,3.0317206,7.802591,0.029319309
2140.369,0.002726484,0.0010348605,2886.9114,2879.0403,735.69196,0.0,206.42018,2.9875505,7.871118,0.028652666
2159.212,0.0027263341,0.0010108242,2912.31,2904.37,742.2223,0.0,205.39067,2.9438334,7.939931,0.028001158
2178.1208,0.0027261975,0.0009873285,2937.7988,2929.7896,748.77625,0.0,204.36627,2.9005723,8.009019,0.027364487
2197.0935,0.0027260734,0.0009643615,2963.3765,2955.2979,755.3545,0.0,203.347,2.8577662,8.0783825,0.026742304
2216.1313,0.0027259623,0.0009419113,2989.0444,2980.8962,761.9572,0.0,202.33278,2.8154147,8.148023,0.026134232
2235.2344,0.0027258636,0.0009199652,3014.8008,3006.583,768.5827,0.0,201.3236,2.7735121,8.217936,0.025539985
2254.4,0.0027257777,0.00089851464,3040.6448,3032.3567,775.23193,0.0,200.31947,2.7320638,8.288121,0.02495924
2273.628,0.0027257053,0.00087754807,3066.5752,3058.2166,781.9047,0.0,199.32034,2.691067,8.35858,0.024391735
2292.919,0.0027256447,0.0008570555,3092.5923,3084.1628,788.6005,0.0,198.32623,2.650523,8.429308,0.0238371
2312.2703,0.0027255965,0.0008370245,3118.6929,3110.1924,795.3186,0.0,197.33708,2.6104221,8.500298,0.02329513
2331.6814,0.0027255595,0.00081744883,3144.877,3136.3052,802.06006,0.0,196.35292,2.5707757,8.571549,0.022765465
2351.1548,0.0027255346,0.0007983144,3171.1455,3162.5022,808.82275,0.0,195.3736,2.5315711,8.643066,0.02224785
2370.6868,0.0027255216,0.00077961426,3197.4968,3188.7817,815.60895,0.0,194.3992,2.492814,8.714846,0.021741994
2390.2798,0.0027255197,0.000761335,3223.9321,3215.1453,822.41785,0.0,193.42953,2.4544923,8.786891,0.0212476
2409.932,0.0027255293,0.0007434725,3250.4495,3241.5898,829.24805,0.0,192.46478,2.4166195,8.859196,0.020764455
2429.6416,0.0027255493,0.00072601426,3277.0461,3268.1145,836.10034,0.0,191.50476,2.379182,8.93175,0.020292297
2449.407,0.00272558,0.00070895377,3303.721,3294.7163,842.97363,0.0,190.54968,2.3421853,9.004556,0.019830907
2469.2292,0.0027256224,0.00069228135,3330.4744,3321.397,849.86816,0.0,189.5993,2.3056254,9.077616,0.019379998
2489.1077,0.0027256745,0.00067598734,3357.3062,3348.1553,856.78455,0.0,188.65363,2.2694967,9.150925,0.01893933
2509.042,0.0027257367,0.00066006643,3384.215,3374.9907,863.72125,0.0,187.7127,2.2338068,9.22448,0.018508695
2529.0303,0.0027258093,0.0006445062,3411.2002,3401.9019,870.6789,0.0,186.77649,2.1985395,9.298282,0.018087855
2549.0732,0.002725893,0.0006293028,3438.2603,3428.888,877.65686,0.0,185.84499,2.163707,9.37233,0.017676596
2569.1711,0.0027259858,0.00061444554,3465.3965,3455.9502,884.65546,0.0,184.91803,2.1292975,9.446622,0.017274654
2589.3208,0.0027260887,0.0005999271,3492.6052,3483.084,891.6736,0.0,183.99573,2.0953085,9.5211525,0.016881868
2609.5227,0.0027262005,0.0005857411,3519.8875,3510.2915,898.71295,0.0,183.07803,2.0617425,9.595919,0.01649801
2629.779,0.002726322,0.000571879,3547.2446,3537.5735,905.77136,0.0,182.16487,2.0285947,9.670931,0.01612287
2650.0854,0.002726454,0.0005583349,3574.6716,3564.9258,912.8499,0.0,181.25627,1.9958642,9.746179,0.015756248
2670.4407,0.0027265947,0.00054510176,3602.167,3592.345,919.9464,0.0,180.35225,1.9635476,9.82165,0.015397999
2690.844,0.002726745,0.0005321718,3629.731,3619.8335,927.0629,0.0,179.45277,1.9316404,9.89735,0.015047898
2711.2996,0.002726904,0.00051953905,3657.3655,3647.3926,934.1979,0.0,178.55772,1.9001443,9.973284,0.014705737
2731.8025,0.0027270708,0.00050719606,3685.0674,3675.018,941.35156,0.0,177.66719,1.8690517,10.049439,0.014371368
2752.3542,0.0027272468,0.0004951371,3712.8374,3702.7117,948.524,0.0,176.78099,1.8383636,10.125825,0.014044575
