foc_kplus,foc_lambd,kkt_mu_fb,foc_TATplus,foc_MATplus,foc_MUOplus,foc_MLOplus,foc_MLFplus,foc_TOCplus
1.263e-03,3.202e-03,0.000e+00,9.541e-04,5.144e-04,3.558e-05,9.282e-06,2.080e-04,1.128e-04
1.272e-03,3.213e-03,0.000e+00,9.408e-04,5.345e-04,2.772e-05,1.155e-05,2.055e-04,1.064e-04
1.281e-03,3.227e-03,0.000e+00,9.269e-04,5.558e-04,1.937e-05,1.149e-05,2.021e-04,1.006e-04
1.289e-03,3.243e-03,0.000e+00,9.137e-04,5.745e-04,1.174e-05,1.357e-05,1.996e-04,9.435e-05
1.272e-03,3.262e-03,0.000e+00,9.082e-04,5.507e-04,7.111e-05,6.594e-06,1.411e-04,1.928e-04
1.262e-03,3.226e-03,0.000e+00,8.961e-04,5.382e-04,1.113e-04,3.944e-06,1.123e-04,2.314e-04
1.257e-03,3.174e-03,0.000e+00,8.792e-04,5.363e-04,1.183e-04,6.952e-06,1.074e-04,2.266e-04
1.253e-03,3.129e-03,0.000e+00,8.624e-04,5.380e-04,1.239e-04,6.393e-06,1.053e-04,2.201e-04
1.249e-03,3.090e-03,0.000e+00,8.464e-04,5.394e-04,1.286e-04,8.485e-06,1.034e-04,2.131e-04
1.246e-03,3.060e-03,0.000e+00,8.291e-04,5.423e-04,1.333e-04,8.611e-06,1.025e-04,2.067e-04
1.242e-03,3.036e-03,0.000e+00,8.129e-04,5.472e-04,1.352e-04,1.083e-05,1.031e-04,1.992e-04
1.239e-03,3.019e-03,0.000e+00,7.969e-04,5.525e-04,1.377e-04,1.031e-05,1.042e-04,1.918e-04
1.235e-03,3.007e-03,0.000e+00,7.806e-04,5.584e-04,1.394e-04,1.213e-05,1.066e-04,1.841e-04
1.232e-03,3.001e-03,0.000e+00,7.649e-04,5.643e-04,1.416e-04,1.075e-05,1.097e-04,1.776e-04
1.230e-03,2.998e-03,0.000e+00,7.490e-04,5.723e-04,1.416e-04,1.243e-05,1.127e-04,1.701e-04
1.226e-03,3.002e-03,0.000e+00,7.339e-04,5.800e-04,1.429e-04,1.254e-05,1.167e-04,1.612e-04
1.225e-03,3.010e-03,0.000e+00,7.180e-04,5.896e-04,1.406e-04,1.208e-05,1.222e-04,1.535e-04
1.222e-03,3.022e-03,0.000e+00,7.030e-04,5.966e-04,1.419e-04,1.135e-05,1.280e-04,1.448e-04
1.220e-03,3.038e-03,0.000e+00,6.867e-04,6.084e-04,1.398e-04,1.199e-05,1.328e-04,1.362e-04
1.218e-03,3.057e-03,0.000e+00,6.730e-04,6.166e-04,1.385e-04,1.102e-05,1.396e-04,1.287e-04
1.215e-03,3.079e-03,0.000e+00,6.578e-04,6.268e-04,1.351e-04,1.072e-05,1.457e-04,1.191e-04
1.214e-03,3.106e-03,0.000e+00,6.431e-04,6.382e-04,1.335e-04,9.173e-06,1.540e-04,1.109e-04
