Time	100GtC	200GtC	500GtC	-100GtC	-200GtC	-500GtC
97	25	50.7	134.5	-24.2	-46.9	-110.3
98	25	50.6	134.3	-24.2	-46.9	-110.2
99	25	50.6	134.1	-24.2	-46.8	-110.1
100	24.9	50.5	134	-24.2	-46.8	-110
101	24.9	50.4	133.8	-24.1	-46.7	-109.9
102	24.9	50.4	133.7	-24.1	-46.7	-109.8
103	24.8	50.3	133.5	-24.1	-46.7	-109.7
104	24.8	50.2	133.4	-24.1	-46.6	-109.6
105	24.8	50.1	133.2	-24	-46.6	-109.6
106	24.7	50.1	133.1	-24	-46.6	-109.5
107	24.7	50	132.9	-24	-46.5	-109.4
108	24.7	50	132.8	-24	-46.5	-109.3
109	24.7	49.9	132.6	-23.9	-46.4	-109.2
110	24.6	49.9	132.5	-23.9	-46.4	-109.1
111	24.6	49.8	132.4	-23.9	-46.4	-109
112	24.6	49.8	132.2	-23.9	-46.3	-108.9
113	24.6	49.7	132.1	-23.8	-46.3	-108.8
114	24.5	49.7	132	-23.8	-46.2	-108.7
115	24.5	49.6	131.9	-23.8	-46.2	-108.7
116	24.5	49.6	131.7	-23.8	-46.2	-108.6
117	24.4	49.6	131.6	-23.7	-46.1	-108.5
118	24.4	49.5	131.5	-23.7	-46.1	-108.4
119	24.4	49.5	131.3	-23.7	-46	-108.3
120	24.4	49.4	131.2	-23.7	-46	-108.2
121	24.4	49.4	131.1	-23.7	-46	-108.1
122	24.3	49.3	131	-23.7	-45.9	-108.1
123	24.3	49.3	130.8	-23.6	-45.9	-108
124	24.3	49.2	130.7	-23.6	-45.8	-107.9
125	24.2	49.2	130.6	-23.6	-45.8	-107.8
126	24.2	49.1	130.4	-23.6	-45.8	-107.8
127	24.2	49.1	130.3	-23.6	-45.7	-107.7
128	24.1	49	130.2	-23.6	-45.7	-107.6
129	24.1	49	130.1	-23.5	-45.7	-107.6
130	24.1	48.9	130	-23.5	-45.7	-107.5
131	24.1	48.9	129.9	-23.5	-45.6	-107.4
132	24.1	48.8	129.8	-23.5	-45.6	-107.3
133	24	48.8	129.7	-23.5	-45.5	-107.3
134	24	48.7	129.6	-23.4	-45.5	-107.2
135	24	48.7	129.4	-23.4	-45.5	-107.1
136	24	48.6	129.3	-23.4	-45.4	-107
137	24	48.6	129.2	-23.4	-45.4	-107
138	23.9	48.5	129.2	-23.4	-45.4	-106.9
139	23.9	48.5	129.1	-23.3	-45.3	-106.8
140	23.9	48.4	128.9	-23.3	-45.3	-106.7
141	23.9	48.4	128.8	-23.3	-45.3	-106.6
142	23.9	48.4	128.7	-23.3	-45.3	-106.6
143	23.9	48.3	128.6	-23.3	-45.2	-106.5
144	23.8	48.3	128.5	-23.2	-45.2	-106.4
145	23.8	48.2	128.4	-23.2	-45.2	-106.3
146	23.8	48.2	128.3	-23.2	-45.2	-106.3
147	23.8	48.2	128.2	-23.2	-45.1	-106.2
148	23.8	48.1	128.1	-23.2	-45.1	-106.1
149	23.7	48.1	128	-23.2	-45.1	-106.1
150	23.7	48.1	127.9	-23.2	-45.1	-106
151	23.7	48	127.9	-23.1	-45	-105.9
152	23.7	48	127.8	-23.1	-45	-105.8
153	23.6	47.9	127.6	-23.1	-45	-105.8
154	23.6	47.9	127.5	-23.1	-44.9	-105.7
155	23.6	47.9	127.4	-23.1	-44.9	-105.6
156	23.6	47.8	127.4	-23.1	-44.9	-105.5
157	23.6	47.8	127.3	-23.1	-44.9	-105.5
158	23.5	47.8	127.2	-23	-44.8	-105.4
159	23.5	47.7	127.1	-23	-44.8	-105.3
160	23.5	47.7	127	-23	-44.8	-105.3
161	23.5	47.7	126.9	-23	-44.8	-105.2
162	23.5	47.6	126.8	-23	-44.7	-105.2
163	23.4	47.6	126.7	-23	-44.7	-105.1
164	23.4	47.6	126.6	-22.9	-44.7	-105
165	23.4	47.6	126.5	-22.9	-44.7	-104.9
166	23.4	47.5	126.4	-22.9	-44.7	-104.9
167	23.4	47.5	126.3	-22.9	-44.6	-104.8
168	23.4	47.5	126.2	-22.9	-44.6	-104.7
169	23.3	47.4	126.1	-22.9	-44.6	-104.7
170	23.3	47.4	126	-22.9	-44.6	-104.6
171	23.3	47.4	125.9	-22.8	-44.6	-104.5
172	23.3	47.3	125.8	-22.8	-44.5	-104.5
173	23.3	47.3	125.8	-22.8	-44.5	-104.4
174	23.2	47.3	125.7	-22.8	-44.5	-104.4
175	23.2	47.2	125.6	-22.8	-44.5	-104.3
176	23.2	47.2	125.5	-22.8	-44.5	-104.3
177	23.2	47.2	125.4	-22.8	-44.4	-104.2
178	23.2	47.1	125.3	-22.8	-44.4	-104.1
179	23.1	47.1	125.3	-22.7	-44.4	-104.1
180	23.1	47.1	125.2	-22.7	-44.4	-104
181	23.1	47	125.1	-22.7	-44.3	-103.9
182	23.1	47	125	-22.7	-44.3	-103.9
183	23.1	47	125	-22.7	-44.3	-103.8
184	23	47	124.9	-22.7	-44.2	-103.7
185	23	47	124.8	-22.7	-44.2	-103.7
186	23	46.9	124.8	-22.6	-44.2	-103.6
187	23	46.9	124.7	-22.6	-44.2	-103.6
188	23	46.9	124.6	-22.6	-44.1	-103.5
189	23	46.9	124.6	-22.6	-44.1	-103.5
190	23	46.8	124.5	-22.6	-44.1	-103.4
191	23	46.8	124.5	-22.6	-44.1	-103.3
192	23	46.8	124.4	-22.6	-44	-103.3
193	23	46.8	124.3	-22.5	-44	-103.2
194	23	46.7	124.3	-22.5	-44	-103.1
195	23	46.7	124.2	-22.5	-43.9	-103.1
196	22.9	46.7	124.2	-22.5	-43.9	-103
197	22.9	46.6	124.1	-22.5	-43.9	-102.9
198	22.9	46.6	124	-22.4	-43.8	-102.9
199	22.9	46.6	124	-22.4	-43.8	-102.8
200	22.9	46.6	123.9	-22.4	-43.8	-102.8
201	22.9	46.5	123.9	-22.4	-43.8	-102.7
202	22.9	46.5	123.8	-22.4	-43.7	-102.7
203	22.9	46.5	123.7	-22.4	-43.7	-102.6
204	22.9	46.5	123.7	-22.4	-43.7	-102.6
205	22.9	46.4	123.6	-22.4	-43.7	-102.5
206	22.8	46.4	123.6	-22.3	-43.7	-102.5
207	22.8	46.4	123.5	-22.3	-43.7	-102.4
208	22.8	46.4	123.4	-22.3	-43.6	-102.3
209	22.8	46.3	123.4	-22.3	-43.6	-102.3
210	22.8	46.3	123.3	-22.3	-43.6	-102.2
211	22.8	46.3	123.3	-22.3	-43.6	-102.2
212	22.8	46.3	123.2	-22.3	-43.6	-102.1
213	22.8	46.2	123.2	-22.2	-43.5	-102.1
214	22.8	46.2	123.1	-22.2	-43.5	-102
215	22.8	46.2	123.1	-22.2	-43.5	-101.9
216	22.8	46.2	123	-22.2	-43.4	-101.9
217	22.7	46.2	123	-22.2	-43.4	-101.8
218	22.7	46.1	122.9	-22.2	-43.4	-101.8
219	22.7	46.1	122.8	-22.2	-43.4	-101.7
220	22.7	46.1	122.8	-22.2	-43.4	-101.7
221	22.7	46.1	122.7	-22.1	-43.3	-101.6
222	22.7	46.1	122.7	-22.1	-43.3	-101.6
223	22.7	46	122.6	-22.1	-43.3	-101.5
224	22.7	46	122.6	-22.1	-43.3	-101.5
225	22.7	46	122.5	-22.1	-43.3	-101.4
226	22.6	46	122.4	-22.1	-43.2	-101.4
227	22.6	45.9	122.4	-22.1	-43.2	-101.3
228	22.6	45.9	122.3	-22.1	-43.2	-101.3
229	22.6	45.9	122.3	-22	-43.2	-101.2
230	22.6	45.9	122.2	-22	-43.1	-101.2
231	22.6	45.8	122.2	-22	-43.1	-101.1
232	22.6	45.8	122.1	-22	-43.1	-101
233	22.6	45.8	122.1	-22	-43.1	-101
234	22.6	45.8	122	-22	-43	-100.9
235	22.6	45.8	122	-22	-43	-100.9
236	22.6	45.8	121.9	-21.9	-43	-100.8
237	22.6	45.7	121.9	-21.9	-43	-100.8
238	22.5	45.7	121.8	-21.9	-42.9	-100.7
239	22.5	45.7	121.8	-21.9	-42.9	-100.7
240	22.5	45.7	121.7	-21.9	-42.9	-100.6
241	22.5	45.6	121.7	-21.9	-42.8	-100.6
242	22.5	45.6	121.6	-21.9	-42.8	-100.5
243	22.5	45.6	121.6	-21.8	-42.8	-100.5
244	22.5	45.6	121.5	-21.8	-42.8	-100.4
245	22.5	45.6	121.5	-21.8	-42.8	-100.4
246	22.5	45.5	121.4	-21.8	-42.7	-100.3
247	22.5	45.5	121.4	-21.8	-42.7	-100.3
248	22.5	45.5	121.3	-21.8	-42.7	-100.2
249	22.5	45.5	121.3	-21.8	-42.7	-100.2
250	22.4	45.5	121.2	-21.8	-42.6	-100.1
251	22.4	45.5	121.2	-21.8	-42.6	-100.1
252	22.4	45.4	121.1	-21.8	-42.6	-100.1
253	22.4	45.4	121.1	-21.8	-42.6	-100.1
254	22.4	45.4	121	-21.8	-42.6	-100
255	22.4	45.4	121	-21.8	-42.6	-100
256	22.4	45.3	120.9	-21.8	-42.6	-99.9
257	22.4	45.3	120.9	-21.7	-42.5	-99.9
258	22.3	45.3	120.8	-21.7	-42.5	-99.9
259	22.3	45.3	120.8	-21.7	-42.5	-99.8
260	22.3	45.3	120.7	-21.7	-42.5	-99.8
261	22.3	45.2	120.7	-21.7	-42.5	-99.7
262	22.3	45.2	120.6	-21.7	-42.5	-99.7
263	22.3	45.2	120.6	-21.7	-42.4	-99.6
264	22.3	45.2	120.5	-21.7	-42.4	-99.6
265	22.3	45.2	120.5	-21.7	-42.4	-99.5
266	22.2	45.2	120.4	-21.7	-42.4	-99.5
267	22.2	45.1	120.4	-21.7	-42.4	-99.4
268	22.2	45.1	120.3	-21.7	-42.4	-99.4
269	22.2	45.1	120.3	-21.7	-42.3	-99.3
270	22.2	45.1	120.2	-21.7	-42.3	-99.3
271	22.2	45.1	120.2	-21.6	-42.3	-99.3
272	22.2	45.1	120.2	-21.6	-42.3	-99.2
273	22.2	45	120.1	-21.6	-42.3	-99.2
274	22.2	45	120.1	-21.6	-42.3	-99.1
275	22.2	45	120	-21.6	-42.3	-99.1
276	22.2	45	120	-21.6	-42.2	-99
277	22.2	45	120	-21.6	-42.2	-99
278	22.1	45	119.9	-21.6	-42.2	-98.9
279	22.1	44.9	119.9	-21.6	-42.2	-98.9
280	22.1	44.9	119.8	-21.6	-42.2	-98.9
281	22.1	44.9	119.8	-21.5	-42.1	-98.8
282	22.1	44.9	119.8	-21.5	-42.1	-98.8
283	22.1	44.9	119.7	-21.5	-42.1	-98.7
284	22.1	44.9	119.7	-21.5	-42.1	-98.7
285	22.1	44.8	119.7	-21.5	-42.1	-98.7
286	22.1	44.8	119.6	-21.5	-42.1	-98.6
287	22.1	44.8	119.6	-21.5	-42	-98.6
288	22.1	44.8	119.5	-21.5	-42	-98.5
289	22.1	44.8	119.5	-21.5	-42	-98.5
290	22	44.8	119.5	-21.5	-42	-98.4
291	22	44.8	119.4	-21.4	-42	-98.4
292	22	44.8	119.4	-21.4	-42	-98.4
293	22	44.8	119.3	-21.4	-41.9	-98.3
294	22	44.7	119.3	-21.4	-41.9	-98.3
295	22	44.7	119.3	-21.4	-41.9	-98.3
296	22	44.7	119.2	-21.4	-41.9	-98.3
297	22	44.7	119.2	-21.4	-41.9	-98.2
298	21.9	44.7	119.1	-21.4	-41.9	-98.2
299	21.9	44.6	119.1	-21.4	-41.9	-98.2
300	21.9	44.6	119.1	-21.4	-41.8	-98.1
301	21.9	44.6	119	-21.4	-41.8	-98.1
302	21.9	44.6	119	-21.4	-41.8	-98.1
303	21.9	44.6	118.9	-21.4	-41.8	-98
304	21.9	44.6	118.9	-21.3	-41.8	-98
305	21.9	44.6	118.9	-21.3	-41.8	-97.9
306	21.9	44.6	118.8	-21.3	-41.7	-97.9
307	21.9	44.5	118.8	-21.3	-41.7	-97.9
308	21.9	44.5	118.7	-21.3	-41.7	-97.9
309	21.8	44.5	118.7	-21.3	-41.7	-97.8
310	21.8	44.5	118.7	-21.3	-41.7	-97.8
311	21.8	44.5	118.6	-21.3	-41.7	-97.8
312	21.8	44.5	118.6	-21.3	-41.7	-97.7
313	21.8	44.5	118.6	-21.3	-41.6	-97.7
314	21.8	44.4	118.5	-21.3	-41.6	-97.6
315	21.8	44.4	118.5	-21.3	-41.6	-97.6
316	21.8	44.4	118.5	-21.2	-41.6	-97.6
317	21.8	44.4	118.5	-21.2	-41.6	-97.5
318	21.8	44.4	118.4	-21.2	-41.6	-97.5
319	21.8	44.3	118.4	-21.2	-41.5	-97.4
320	21.7	44.3	118.4	-21.2	-41.5	-97.4
321	21.7	44.3	118.4	-21.2	-41.5	-97.4
322	21.7	44.3	118.3	-21.2	-41.5	-97.3
323	21.7	44.3	118.3	-21.2	-41.5	-97.3
324	21.7	44.3	118.3	-21.2	-41.5	-97.2
325	21.7	44.3	118.2	-21.2	-41.4	-97.2
326	21.7	44.2	118.2	-21.2	-41.4	-97.1
327	21.7	44.2	118.2	-21.1	-41.4	-97.1
328	21.7	44.2	118.2	-21.1	-41.4	-97.1
329	21.7	44.2	118.1	-21.1	-41.4	-97
330	21.7	44.2	118.1	-21.1	-41.3	-97
331	21.7	44.1	118.1	-21.1	-41.3	-97
332	21.6	44.1	118	-21.1	-41.3	-96.9
333	21.6	44.1	118	-21.1	-41.3	-96.9
334	21.6	44.1	118	-21.1	-41.3	-96.9
335	21.6	44.1	117.9	-21.1	-41.3	-96.8
336	21.6	44	117.9	-21.1	-41.3	-96.8
337	21.6	44	117.9	-21.1	-41.3	-96.8
338	21.6	44	117.8	-21.1	-41.3	-96.7
339	21.6	44	117.8	-21.1	-41.3	-96.7
340	21.6	44	117.7	-21.1	-41.3	-96.7
341	21.6	44	117.7	-21	-41.2	-96.7
342	21.6	43.9	117.7	-21	-41.2	-96.6
343	21.6	43.9	117.6	-21	-41.2	-96.6
344	21.5	43.9	117.6	-21	-41.2	-96.6
345	21.5	43.9	117.5	-21	-41.2	-96.5
346	21.5	43.9	117.5	-21	-41.2	-96.5
347	21.5	43.8	117.4	-21	-41.1	-96.5
348	21.5	43.8	117.4	-21	-41.1	-96.4
349	21.5	43.8	117.3	-21	-41.1	-96.4
350	21.5	43.8	117.3	-21	-41.1	-96.4
351	21.5	43.8	117.2	-21	-41.1	-96.4
352	21.5	43.7	117.2	-21	-41.1	-96.3
353	21.5	43.7	117.1	-21	-41.1	-96.3
354	21.4	43.7	117.1	-21	-41.1	-96.3
355	21.4	43.7	117	-21	-41	-96.3
356	21.4	43.7	117	-21	-41	-96.2
357	21.4	43.7	116.9	-21	-41	-96.2
358	21.4	43.7	116.9	-21	-41	-96.2
359	21.4	43.7	116.9	-21	-41	-96.2
360	21.4	43.6	116.8	-21	-41	-96.1
361	21.3	43.6	116.8	-21	-41	-96.1
362	21.3	43.6	116.8	-21	-41	-96.1
363	21.3	43.6	116.7	-21	-41	-96
364	21.3	43.6	116.7	-20.9	-41	-96
365	21.3	43.6	116.6	-20.9	-40.9	-96
366	21.3	43.5	116.6	-20.9	-40.9	-96
367	21.3	43.5	116.6	-20.9	-40.9	-95.9
368	21.3	43.5	116.5	-20.9	-40.9	-95.9
369	21.3	43.5	116.5	-20.9	-40.9	-95.9
370	21.3	43.5	116.4	-20.9	-40.9	-95.8
371	21.3	43.5	116.4	-20.9	-40.8	-95.8
372	21.3	43.4	116.4	-20.9	-40.8	-95.8
373	21.3	43.4	116.3	-20.8	-40.8	-95.7
374	21.3	43.4	116.3	-20.8	-40.8	-95.7
375	21.3	43.4	116.3	-20.8	-40.8	-95.7
376	21.3	43.4	116.2	-20.8	-40.8	-95.7
377	21.3	43.4	116.2	-20.8	-40.8	-95.7
378	21.2	43.4	116.1	-20.8	-40.8	-95.6
379	21.2	43.3	116.1	-20.8	-40.7	-95.6
380	21.2	43.3	116.1	-20.8	-40.8	-95.6
381	21.2	43.3	116	-20.8	-40.8	-95.6
382	21.2	43.3	116	-20.8	-40.8	-95.6
383	21.2	43.3	115.9	-20.8	-40.7	-95.5
384	21.2	43.3	115.9	-20.8	-40.7	-95.5
385	21.2	43.2	115.9	-20.8	-40.7	-95.5
386	21.2	43.2	115.8	-20.8	-40.7	-95.5
387	21.2	43.2	115.8	-20.8	-40.7	-95.4
388	21.2	43.1	115.7	-20.8	-40.7	-95.4
389	21.1	43.1	115.7	-20.8	-40.7	-95.4
390	21.1	43.1	115.7	-20.8	-40.7	-95.4
391	21.1	43.1	115.6	-20.8	-40.7	-95.3
392	21.1	43.1	115.6	-20.8	-40.7	-95.3
393	21.1	43.1	115.5	-20.8	-40.7	-95.3
394	21.1	43	115.5	-20.8	-40.7	-95.3
395	21.1	43	115.5	-20.8	-40.7	-95.2
396	21.1	43	115.4	-20.8	-40.7	-95.2
397	21.1	43	115.4	-20.7	-40.6	-95.2
398	21	43	115.4	-20.7	-40.6	-95.2
399	21	43	115.3	-20.7	-40.6	-95.1
400	21	43	115.3	-20.7	-40.6	-95.1
401	21.1	43	115.3	-20.7	-40.6	-95.1
402	21.1	43	115.2	-20.7	-40.6	-95
403	21.1	43	115.2	-20.7	-40.6	-95
404	21.1	42.9	115.2	-20.7	-40.6	-95
405	21	42.9	115.1	-20.7	-40.6	-95
406	21	42.9	115.1	-20.7	-40.6	-94.9
407	21	42.9	115	-20.6	-40.5	-94.9
408	21	42.9	115	-20.6	-40.5	-94.9
409	21	42.9	115	-20.6	-40.5	-94.8
410	21	42.9	114.9	-20.6	-40.5	-94.8
411	21	42.8	114.9	-20.6	-40.5	-94.8
412	21	42.8	114.8	-20.6	-40.5	-94.8
413	21	42.8	114.8	-20.6	-40.5	-94.7
414	21	42.8	114.8	-20.6	-40.4	-94.7
415	21	42.8	114.7	-20.6	-40.4	-94.7
416	21	42.8	114.7	-20.6	-40.4	-94.6
417	21	42.8	114.7	-20.6	-40.4	-94.6
418	21.1	42.8	114.7	-20.5	-40.4	-94.6
419	21.1	42.8	114.6	-20.5	-40.4	-94.5
420	21.1	42.8	114.6	-20.5	-40.4	-94.5
421	21.1	42.8	114.6	-20.5	-40.3	-94.5
422	21.1	42.8	114.5	-20.5	-40.3	-94.5
423	21.1	42.8	114.5	-20.5	-40.3	-94.5
424	21.1	42.8	114.5	-20.5	-40.3	-94.4
425	21.1	42.8	114.4	-20.5	-40.3	-94.4
426	21.1	42.8	114.4	-20.5	-40.3	-94.4
427	21.1	42.7	114.4	-20.5	-40.3	-94.4
428	21.1	42.7	114.3	-20.5	-40.3	-94.4
429	21.1	42.7	114.3	-20.5	-40.3	-94.3
430	21	42.7	114.3	-20.5	-40.3	-94.3
431	21	42.7	114.2	-20.5	-40.3	-94.3
432	21	42.7	114.2	-20.5	-40.2	-94.3
433	21	42.7	114.2	-20.5	-40.2	-94.3
434	21	42.7	114.2	-20.5	-40.2	-94.2
435	21	42.6	114.1	-20.5	-40.2	-94.2
436	21	42.6	114.1	-20.5	-40.2	-94.2
437	21	42.6	114.1	-20.5	-40.2	-94.2
438	21	42.6	114	-20.4	-40.2	-94.1
439	21	42.6	114	-20.4	-40.2	-94.1
440	21	42.6	114	-20.4	-40.2	-94.1
441	21	42.5	113.9	-20.4	-40.2	-94.1
442	21	42.5	113.9	-20.4	-40.2	-94.1
443	21	42.5	113.9	-20.4	-40.1	-94
444	21	42.5	113.9	-20.4	-40.1	-94
445	21	42.5	113.8	-20.4	-40.1	-94
446	20.9	42.5	113.8	-20.4	-40.1	-94
447	20.9	42.5	113.8	-20.4	-40.1	-93.9
448	20.9	42.5	113.8	-20.4	-40.1	-93.9
449	20.9	42.5	113.7	-20.4	-40.1	-93.9
450	20.9	42.5	113.7	-20.4	-40.1	-93.8
451	20.9	42.4	113.7	-20.4	-40	-93.8
452	20.9	42.4	113.7	-20.4	-40	-93.8
453	20.9	42.4	113.6	-20.4	-40	-93.8
454	20.9	42.4	113.6	-20.4	-40	-93.7
455	20.9	42.4	113.6	-20.3	-40	-93.7
456	20.9	42.4	113.6	-20.3	-40	-93.7
457	20.9	42.4	113.5	-20.3	-40	-93.6
458	20.9	42.4	113.5	-20.3	-40	-93.6
459	20.9	42.4	113.5	-20.3	-40	-93.6
460	20.9	42.4	113.5	-20.3	-39.9	-93.6
461	20.9	42.4	113.4	-20.3	-39.9	-93.6
462	20.9	42.4	113.4	-20.3	-39.9	-93.6
463	20.9	42.4	113.4	-20.3	-39.9	-93.6
464	20.9	42.4	113.4	-20.3	-39.9	-93.5
465	20.9	42.4	113.3	-20.3	-39.9	-93.5
466	20.9	42.4	113.3	-20.3	-39.9	-93.5
467	20.9	42.3	113.3	-20.3	-39.9	-93.5
468	20.9	42.3	113.3	-20.3	-39.9	-93.4
469	20.9	42.3	113.2	-20.3	-39.9	-93.4
470	20.9	42.3	113.2	-20.3	-39.9	-93.4
471	20.9	42.3	113.2	-20.3	-39.9	-93.4
472	20.9	42.3	113.1	-20.3	-39.9	-93.4
473	20.9	42.3	113.1	-20.3	-39.8	-93.4
474	20.9	42.2	113.1	-20.3	-39.8	-93.3
475	20.9	42.2	113.1	-20.3	-39.8	-93.3
476	20.9	42.2	113	-20.3	-39.8	-93.3
477	20.9	42.2	113	-20.3	-39.8	-93.3
478	20.9	42.2	113	-20.3	-39.8	-93.3
479	20.8	42.2	113	-20.3	-39.8	-93.2
480	20.8	42.2	113	-20.3	-39.8	-93.2
481	20.8	42.2	112.9	-20.3	-39.8	-93.2
482	20.8	42.2	112.9	-20.3	-39.7	-93.2
483	20.8	42.2	112.9	-20.3	-39.7	-93.2
484	20.8	42.2	112.9	-20.3	-39.7	-93.2
485	20.8	42.2	112.9	-20.3	-39.7	-93.2
486	20.8	42.2	112.8	-20.3	-39.7	-93.2
487	20.8	42.2	112.8	-20.3	-39.7	-93.1
488	20.8	42.2	112.8	-20.3	-39.7	-93.1
489	20.8	42.1	112.8	-20.2	-39.7	-93.1
490	20.8	42.1	112.7	-20.2	-39.7	-93.1
491	20.8	42.1	112.7	-20.2	-39.7	-93
492	20.8	42.1	112.7	-20.2	-39.7	-93
493	20.8	42.1	112.7	-20.2	-39.6	-93
494	20.8	42.1	112.7	-20.2	-39.6	-93
495	20.8	42.1	112.6	-20.2	-39.6	-93
496	20.8	42.1	112.6	-20.2	-39.6	-92.9
497	20.8	42.1	112.6	-20.2	-39.6	-92.9
498	20.8	42.1	112.6	-20.2	-39.6	-92.9
499	20.8	42.1	112.6	-20.2	-39.6	-92.9
500	20.8	42.1	112.5	-20.2	-39.6	-92.9
