kx,MATx,MUOx,MLOx,MLFx,TATx,TOCx,taux
3163.617,1137.347,1512.0038,37599.125,911.98706,2.7013721,1.4456197,0.85772705
3205.449,1136.315,1512.8704,37601.31,911.6522,2.702355,1.4542718,0.8598452
3247.6348,1135.251,1513.6743,37603.49,911.28033,2.703212,1.4628711,0.86193186
3290.1733,1134.1561,1514.4165,37605.676,910.8723,2.7039459,1.4714171,0.86398745
3333.067,1133.0316,1515.0975,37607.863,910.42914,2.7045596,1.4799092,0.8660124
3376.3152,1131.8784,1515.718,37610.055,909.95154,2.7050562,1.488347,0.86800724
3419.9185,1130.6975,1516.2787,37612.246,909.4404,2.705438,1.4967302,0.86997235
3463.879,1129.49,1516.7804,37614.44,908.8967,2.7057076,1.5050582,0.8719082
3508.194,1128.2571,1517.2236,37616.637,908.3213,2.7058678,1.5133307,0.87381524
3552.8684,1126.9996,1517.6093,37618.836,907.7149,2.7059212,1.5215473,0.8756939
3597.9014,1125.7188,1517.938,37621.03,907.0785,2.7058704,1.5297077,0.87754464
3643.2913,1124.4153,1518.2108,37623.234,906.4129,2.705718,1.5378114,0.87936777
3689.0386,1123.0901,1518.4282,37625.434,905.719,2.7054665,1.5458583,0.8811638
3735.144,1121.7446,1518.5911,37627.637,904.99756,2.7051184,1.5538479,0.882933
3781.61,1120.3793,1518.7003,37629.836,904.2496,2.7046764,1.5617802,0.8846759
3828.4382,1118.9955,1518.7568,37632.04,903.47565,2.7041428,1.5696548,0.8863929
3875.5718,1117.6149,1518.7612,37634.24,902.67676,2.70352,1.5774715,0.8880843
3923.1206,1116.3071,1518.7153,37636.44,901.855,2.7028263,1.58523,0.88975054
3971.03,1115.0623,1518.6232,37638.64,901.0164,2.702125,1.5929302,0.89139193
4019.2385,1113.8717,1518.4882,37640.84,900.1661,2.7014582,1.6005726,0.89300895
4067.7468,1112.7283,1518.3138,37643.035,899.3083,2.7008498,1.6081576,0.8946019
4116.5547,1111.6257,1518.1029,37645.234,898.44635,2.7003133,1.6156863,0.8961711
4165.6606,1110.5588,1517.8579,37647.43,897.583,2.699854,1.6231594,0.8977169
4215.062,1109.5234,1517.5812,37649.63,896.72064,2.6994722,1.6305778,0.8992397
4264.764,1108.5154,1517.2747,37651.82,895.86096,2.6991653,1.6379424,0.90073985
4314.7607,1107.5317,1516.9402,37654.016,895.0055,2.6989288,1.6452543,0.9022176
4365.05,1106.5698,1516.5797,37656.207,894.1553,2.6987572,1.6525141,0.9036734
4415.6333,1105.6271,1516.1946,37658.402,893.3114,2.6986437,1.6597227,0.90510756
4466.504,1104.7015,1515.7863,37660.59,892.4744,2.6985824,1.6668808,0.9065203
4517.6665,1103.7916,1515.3561,37662.78,891.6449,2.6985672,1.6739893,0.9079121
4569.12,1102.8956,1514.9053,37664.97,890.8232,2.6985924,1.6810486,0.9092831
4620.8584,1102.0126,1514.4347,37667.156,890.0095,2.6986532,1.6880594,0.9106337
4672.885,1101.141,1513.9456,37669.344,889.20416,2.698744,1.6950225,0.9119642
4725.1978,1100.28,1513.439,37671.523,888.40704,2.6988611,1.7019382,0.9132749
4777.7954,1099.429,1512.9156,37673.707,887.6183,2.699,1.708807,0.91456604
4830.6836,1098.587,1512.3763,37675.883,886.8378,2.6991575,1.7156295,0.915838
4883.852,1097.7535,1511.822,37678.062,886.0656,2.6993306,1.7224059,0.917091
4937.3086,1096.9279,1511.2534,37680.242,885.30145,2.6995168,1.729137,0.91832536
4991.048,1096.1096,1510.6711,37682.414,884.54535,2.6997137,1.7358229,0.91954136
5045.0693,1095.2983,1510.0758,37684.59,883.797,2.6999187,1.7424641,0.92073923
5099.3745,1094.4934,1509.4681,37686.76,883.0563,2.7001305,1.7490609,0.9219193
5153.965,1093.6947,1508.8488,37688.926,882.323,2.700347,1.7556137,0.92308176
5208.838,1092.9019,1508.2181,37691.09,881.59705,2.7005668,1.7621229,0.92422694
5263.9883,1092.1145,1507.5768,37693.25,880.8782,2.7007885,1.7685888,0.9253551
5319.418,1091.3323,1506.9254,37695.406,880.1661,2.7010112,1.7750117,0.9264664
